trackRefNum	xPositionInMm	yPositionInMm	yPositionInMm
11126530.00000	5.23490	-0.03975	0.23721
11127830.00000	5.23490	-0.03975	0.23721
11129129.00000	5.23490	-0.03975	0.23721
11130430.00000	5.23490	-0.03975	0.23721
11131730.00000	5.23490	-0.03975	0.23721
11133031.00000	5.23490	-0.03975	0.23721
11134329.00000	5.23490	-0.03975	0.23721
11135630.00000	5.23490	-0.03975	0.23721
11136929.00000	5.23490	-0.03975	0.23721
11138230.00000	5.23490	-0.03975	0.23721
11139530.00000	5.23490	-0.03975	0.23721
11140830.00000	5.23490	-0.03975	0.23721
11142129.00000	5.23490	-0.03975	0.23721
11143530.00000	5.23490	-0.03975	0.23721
11144829.00000	5.23490	-0.03975	0.23721
11146130.00000	5.23490	-0.03975	0.23721
11147430.00000	5.23490	-0.03975	0.23721
11148731.00000	5.23490	-0.03975	0.23721
11150030.00000	5.23490	-0.03975	0.23721
11151330.00000	5.23490	-0.03975	0.23721
11152629.00000	5.23490	-0.03975	0.23721
11153930.00000	5.23490	-0.03975	0.23721
11155230.00000	5.23490	-0.03975	0.23721
11156531.00000	5.23490	-0.03975	0.23721
11157830.00000	5.23490	-0.03975	0.23721
11159129.00000	5.23490	-0.03975	0.23721
11160431.00000	5.23490	-0.03975	0.23721
11161730.00000	5.23490	-0.03975	0.23721
11163030.00000	5.23490	-0.03975	0.23721
11164330.00000	5.23490	-0.03975	0.23721
11165630.00000	5.23490	-0.03975	0.23721
11166930.00000	5.23490	-0.03975	0.23721
11168231.00000	5.23490	-0.03975	0.23721
11169531.00000	5.23490	-0.03975	0.23721
11170831.00000	5.23490	-0.03975	0.23721
11172130.00000	5.23490	-0.03975	0.23721
11173430.00000	5.23490	-0.03975	0.23721
11174830.00000	5.23490	-0.03975	0.23721
11176130.00000	5.23490	-0.03975	0.23721
11177430.00000	5.23490	-0.03975	0.23721
11178730.00000	5.23490	-0.03975	0.23721
11180031.00000	5.23490	-0.03975	0.23721
11181329.00000	5.23490	-0.03975	0.23721
11182632.00000	5.23490	-0.03975	0.23721
11183930.00000	5.23490	-0.03975	0.23721
11185231.00000	5.23490	-0.03975	0.23721
11186531.00000	5.23490	-0.03975	0.23721
11187831.00000	5.23490	-0.03975	0.23721
11189131.00000	5.23490	-0.03975	0.23721
11190430.00000	5.23490	-0.03975	0.23721
11191739.00000	5.23490	-0.03975	0.23721
11193031.00000	5.23490	-0.03975	0.23721
11194329.00000	5.23490	-0.03975	0.23721
11195631.00000	5.23490	-0.03975	0.23721
11196931.00000	5.23490	-0.03975	0.23721
11198230.00000	5.23490	-0.03975	0.23721
11199630.00000	5.23490	-0.03975	0.23721
11200931.00000	5.23490	-0.03975	0.23721
11202232.00000	5.23490	-0.03975	0.23721
11203531.00000	5.23490	-0.03975	0.23721
11204831.00000	5.23490	-0.03975	0.23721
11206130.00000	5.23490	-0.03975	0.23721
11207431.00000	5.23490	-0.03975	0.23721
11208731.00000	5.23490	-0.03975	0.23721
11210030.00000	5.23490	-0.03975	0.23721
11211330.00000	5.23490	-0.03975	0.23721
11212630.00000	5.23490	-0.03975	0.23721
11213931.00000	5.23490	-0.03975	0.23721
11215231.00000	5.23490	-0.03975	0.23721
11216531.00000	5.23490	-0.03975	0.23721
11217930.00000	5.23490	-0.03975	0.23721
11219231.00000	5.23490	-0.03975	0.23721
11220531.00000	5.23490	-0.03975	0.23721
11221830.00000	5.23490	-0.03975	0.23721
11223131.00000	5.23490	-0.03975	0.23721
11224431.00000	5.23490	-0.03975	0.23721
11225732.00000	5.23490	-0.03975	0.23721
11227031.00000	5.23490	-0.03975	0.23721
11228330.00000	5.23490	-0.03975	0.23721
11229632.00000	5.23490	-0.03975	0.23721
11230932.00000	5.23490	-0.03975	0.23721
11232231.00000	5.23490	-0.03975	0.23721
11233531.00000	5.23490	-0.03975	0.23721
11234830.00000	5.23490	-0.03975	0.23721
11236130.00000	5.23490	-0.03975	0.23721
11237435.00000	5.23490	-0.03975	0.23721
11238831.00000	5.23490	-0.03975	0.23721
11240130.00000	5.23490	-0.03975	0.23721
11241432.00000	5.23490	-0.03975	0.23721
11242731.00000	5.23490	-0.03975	0.23721
11244031.00000	5.23490	-0.03975	0.23721
11245331.00000	5.23490	-0.03975	0.23721
11246631.00000	5.23490	-0.03975	0.23721
11247931.00000	5.23490	-0.03975	0.23721
11249232.00000	5.23490	-0.03975	0.23721
11250531.00000	5.23490	-0.03975	0.23721
11251832.00000	5.23490	-0.03975	0.23721
11253131.00000	5.23490	-0.03975	0.23721
11254432.00000	5.23490	-0.03975	0.23721
11255732.00000	5.23490	-0.03975	0.23721
11257032.00000	5.23490	-0.03975	0.23721
11258331.00000	5.23490	-0.03975	0.23721
11259631.00000	5.23490	-0.03975	0.23721
11260931.00000	5.23490	-0.03975	0.23721
11262231.00000	5.23490	-0.03975	0.23721
11263632.00000	5.23490	-0.03975	0.23721
11264932.00000	5.23490	-0.03975	0.23721
11266232.00000	5.23490	-0.03975	0.23721
11267531.00000	5.23490	-0.03975	0.23721
11268832.00000	5.23490	-0.03975	0.23721
11270132.00000	5.23490	-0.03975	0.23721
11271432.00000	5.23490	-0.03975	0.23721
11272731.00000	5.23490	-0.03975	0.23721
11274032.00000	5.23490	-0.03975	0.23721
11275433.00000	5.23490	-0.03975	0.23721
11276732.00000	5.23490	-0.03975	0.23721
11278033.00000	5.23490	-0.03975	0.23721
11279332.00000	5.23490	-0.03975	0.23721
11280632.00000	5.23490	-0.03975	0.23721
11281931.00000	5.23490	-0.03975	0.23721
11283233.00000	5.23490	-0.03975	0.23721
11284531.00000	5.23490	-0.03975	0.23721
11285932.00000	5.23490	-0.03975	0.23721
11287233.00000	5.23490	-0.03975	0.23721
11288532.00000	5.23490	-0.03975	0.23721
11289832.00000	5.23490	-0.03975	0.23721
11291132.00000	5.23490	-0.03975	0.23721
11292531.00000	5.23490	-0.03975	0.23721
11293832.00000	5.23490	-0.03975	0.23721
11295132.00000	5.23490	-0.03975	0.23721
11296431.00000	5.23490	-0.03975	0.23721
11297831.00000	5.23490	-0.03975	0.23721
11299131.00000	5.23490	-0.03975	0.23721
11300433.00000	5.23490	-0.03975	0.23721
11301732.00000	5.23490	-0.03975	0.23721
11303032.00000	5.23490	-0.03975	0.23721
11304432.00000	5.23490	-0.03975	0.23721
11305731.00000	5.23490	-0.03975	0.23721
11307032.00000	5.23490	-0.03975	0.23721
11308332.00000	5.23490	-0.03975	0.23721
11309633.00000	5.23490	-0.03975	0.23721
11310933.00000	5.23490	-0.03975	0.23721
11312332.00000	5.23490	-0.03975	0.23721
11313632.00000	5.23490	-0.03975	0.23721
11314933.00000	5.23490	-0.03975	0.23721
11316232.00000	5.23490	-0.03975	0.23721
11317532.00000	5.23490	-0.03975	0.23721
11318832.00000	5.23490	-0.03975	0.23721
11320233.00000	5.23490	-0.03975	0.23721
11321532.00000	5.23490	-0.03975	0.23721
11322831.00000	5.23490	-0.03975	0.23721
11324133.00000	5.23490	-0.03975	0.23721
11325432.00000	5.23490	-0.03975	0.23721
11326832.00000	5.23490	-0.03975	0.23721
11328133.00000	5.23490	-0.03975	0.23721
11329432.00000	5.23490	-0.03975	0.23721
11330732.00000	5.23490	-0.03975	0.23721
11332032.00000	5.23490	-0.03975	0.23721
11333332.00000	5.23490	-0.03975	0.23721
11334632.00000	5.23490	-0.03975	0.23721
11335933.00000	5.23490	-0.03975	0.23721
11337233.00000	5.23490	-0.03975	0.23721
11338535.00000	5.23490	-0.03975	0.23721
11339932.00000	5.23490	-0.03975	0.23721
11341232.00000	5.23490	-0.03975	0.23721
11342632.00000	5.23490	-0.03975	0.23721
11343932.00000	5.23490	-0.03975	0.23721
11345233.00000	5.23490	-0.03975	0.23721
11346532.00000	5.23490	-0.03975	0.23721
11347833.00000	5.23490	-0.03975	0.23721
11349133.00000	5.23490	-0.03975	0.23721
11350432.00000	5.23490	-0.03975	0.23721
11351883.00000	5.23490	-0.03975	0.23721
11353556.00000	5.23490	-0.03975	0.23721
11355059.00000	5.23490	-0.03975	0.23721
11356589.00000	5.23490	-0.03975	0.23721
11358195.00000	5.23490	-0.03975	0.23721
11359809.00000	5.23490	-0.03975	0.23721
11361388.00000	5.23490	-0.03975	0.23721
11362804.00000	5.23490	-0.03975	0.23721
11364186.00000	5.23490	-0.03975	0.23721
11365585.00000	5.23866	-0.03975	0.23721
11366885.00000	5.23324	-0.03975	0.23721
11368285.00000	5.24295	-0.03975	0.23721
11369589.00000	5.24295	-0.03975	0.23721
11370985.00000	5.24300	-0.03975	0.23721
11372385.00000	5.24300	-0.03975	0.23721
11373686.00000	5.24300	-0.03975	0.23721
11374985.00000	5.24300	-0.03975	0.23721
11376285.00000	5.24300	-0.03975	0.23721
11377584.00000	5.24300	-0.03975	0.23721
11378884.00000	5.24300	-0.03975	0.23721
11380284.00000	5.24300	-0.03975	0.23721
11381585.00000	5.24300	-0.03975	0.23721
11399188.00000	5.23490	-3.18407	0.23721
11400485.00000	5.23490	-3.18427	0.23721
11401785.00000	5.23490	-3.18437	0.23721
11403086.00000	5.23490	-3.18442	0.23721
11404386.00000	5.23490	-3.18442	0.23721
11405686.00000	5.23490	-3.18442	0.23721
11406987.00000	5.23490	-3.18442	0.23721
11408286.00000	5.23490	-3.18442	0.23721
11409585.00000	5.23490	-3.18442	0.23721
11410885.00000	5.23490	-3.18442	0.23721
11412285.00000	5.23490	-3.18442	0.23721
11413586.00000	5.23490	-3.18442	0.23721
11414885.00000	5.23490	-3.18442	0.23721
11416185.00000	5.23490	-3.18442	0.23721
11417486.00000	5.23490	-3.18442	0.23721
11418786.00000	5.23490	-3.18442	0.23721
11420086.00000	5.23490	-3.18442	0.23721
11421390.00000	5.23490	-3.18442	0.23721
11422686.00000	5.23490	-3.18442	0.23721
11423986.00000	5.23490	-3.18442	0.23721
11425286.00000	5.23490	-3.18442	0.23721
11426586.00000	5.23490	-3.18442	0.23721
11427885.00000	5.23490	-3.18442	0.23721
11429186.00000	5.23490	-3.18442	0.23721
11430486.00000	5.23490	-3.18442	0.23721
11431786.00000	5.23490	-3.18442	0.23721
11433086.00000	5.23490	-3.18442	0.23721
11434387.00000	5.23490	-3.18442	0.23721
11435686.00000	5.23490	-3.18442	0.23721
11437085.00000	5.23490	-3.18442	0.23721
11438385.00000	5.23490	-3.18442	0.23721
11439686.00000	5.30565	-3.18442	0.23721
11440987.00000	5.30580	-3.18442	0.23721
11442285.00000	5.30584	-3.18442	0.23721
11443586.00000	5.30584	-3.18442	0.23721
11444885.00000	5.30589	-3.18442	0.23721
11446186.00000	5.30589	-3.18442	0.23721
11447486.00000	5.28465	-3.18442	0.23721
11448786.00000	5.26712	-3.18442	0.23721
11450086.00000	5.26092	-3.18442	0.23721
11451385.00000	5.26092	-3.16327	0.23721
11452687.00000	5.23959	-3.16318	0.23721
11453987.00000	5.23954	-3.16308	0.23721
11455286.00000	5.21288	-3.16308	0.23721
11456588.00000	5.21288	-3.16303	0.23721
11457887.00000	5.21288	-3.16303	0.23721
11459186.00000	5.21288	-3.16303	0.23721
11460487.00000	5.21288	-3.16303	0.23721
11461787.00000	5.21224	-3.16303	0.23721
11463088.00000	5.16835	-3.16303	0.23721
11464387.00000	5.16835	-3.16303	0.23301
11465786.00000	5.13836	-3.16303	0.22822
11467086.00000	5.13690	-3.16303	0.24160
11468387.00000	5.13690	-3.16303	0.24170
11469686.00000	5.13685	-3.16303	0.24175
11470989.00000	5.11166	-3.14687	0.24175
11472285.00000	5.11166	-3.14692	0.24175
11473587.00000	5.08485	-3.14692	0.24175
11474887.00000	5.08485	-3.14696	0.23935
11476187.00000	5.05995	-3.14696	0.23530
11477487.00000	5.05907	-3.14696	0.23130
11478785.00000	5.05902	-3.14696	0.23130
11480086.00000	5.05902	-3.14696	0.23130
11481386.00000	5.05902	-3.14696	0.23130
11482687.00000	5.05902	-3.14696	0.23130
11483986.00000	5.05902	-3.14696	0.23130
